date,ticker,Probability,per_prob_score,open,high,low,close,volume,index_close,latest_return,latest_index_return
2021-07-05 11:29:59.999000064+05:30,PAXUSDT,7.306121700000001e-22,0.5076923076923077,0.9999,1.0001,0.9999,0.9999,684358.67,34347.21,-0.00010001000100012813,-0.02816094815270298
2021-07-05 11:29:59.999000064+05:30,QTUMUSDT,7.306121700000001e-22,0.5076923076923077,7.394,7.394,7.078,7.2,494814.809,34347.21,-0.0494444444444444,-0.02816094815270298
2021-07-05 11:29:59.999000064+05:30,ZILUSDT,7.306121700000001e-22,0.5076923076923077,0.08298,0.08298,0.07931,0.08054,38590922.1,34347.21,-0.03650360069530667,-0.02816094815270298
2021-07-05 17:29:59.999000064+05:30,PAXUSDT,7.306121700000001e-22,0.5076923076923077,1.0,1.0012,0.9996,0.9998,854420.77,33379.96,0.0,0.009499711803129696
2021-07-05 17:29:59.999000064+05:30,QTUMUSDT,7.306121700000001e-22,0.5076923076923077,7.206,7.305,6.807,6.844,459898.247,33379.96,0.02264757451782584,0.009499711803129696
2021-07-05 17:29:59.999000064+05:30,ZILUSDT,7.306121700000001e-22,0.5076923076923077,0.08048,0.08223,0.077,0.0776,50875197.5,33379.96,0.030283505154639068,0.009499711803129696
2021-07-05 23:29:59.999000064+05:30,PAXUSDT,7.306121700000001e-22,0.5076923076923077,0.9998,1.0002,0.9994,0.9998,2640999.25,33697.06,-0.00010002000400077815,-0.0002053591618971229
2021-07-05 23:29:59.999000064+05:30,QTUMUSDT,7.306121700000001e-22,0.5076923076923077,6.842,7.036,6.798,6.999,476353.103,33697.06,-0.00671524503500498,-0.0002053591618971229
2021-07-05 23:29:59.999000064+05:30,ZILUSDT,7.306121700000001e-22,0.5076923076923077,0.07753,0.08038,0.07731,0.07995,54757645.2,33697.06,-0.003877423389618384,-0.0002053591618971229
2021-07-06 05:29:59.999000064+05:30,PAXUSDT,7.306121700000001e-22,0.5076923076923077,0.9999,0.9999,0.9993,0.9997,791023.56,33690.14,0.00010003000900260517,0.0327469698849574
2021-07-06 05:29:59.999000064+05:30,QTUMUSDT,7.306121700000001e-22,0.5076923076923077,6.999,7.11,6.928,6.952,293879.856,33690.14,0.04689298043728418,0.0327469698849574
2021-07-06 05:29:59.999000064+05:30,ZILUSDT,7.306121700000001e-22,0.5076923076923077,0.07996,0.08144,0.07916,0.07964,32761064.5,33690.14,0.028252134605725843,0.0327469698849574
2021-07-06 11:29:59.999000064+05:30,PAXUSDT,7.306121700000001e-22,0.5076923076923077,0.9997,0.9998,0.9996,0.9998,500045.3,34793.39,0.0,-0.020868331599766532
2021-07-06 11:29:59.999000064+05:30,QTUMUSDT,7.306121700000001e-22,0.5076923076923077,6.95,7.381,6.946,7.278,496192.392,34793.39,-0.01799945039846107,-0.020868331599766532
